dev,address,district,sale_price,rent_price,internal_feature_keys,internal_feature_values,external_feature_keys,exteranal_feature_values,description,detail,amenity_keys,amenity_values,neighbor_cats,neighbor_names,neighbor_distances,asking_price,asking_price_change_quater,asking_price_change_year,gross_rental_yield,rental_price_change_year
Wind Sukhumvit 23,"82 Soi Prasan Mit, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,6490000.0,,Bedrooms|Bathrooms|Internal area,1|1|52,Floors|Towers|Project Area|Year built,"22|1|3,116 m2|2009","This condo on Sukhumvit 23 with 1 bedroom is available at Wind condominium in Asoke, Bangkok","1-bedroom
1-bathroom
large living room
small storage room
balcony
area: 52 sqm
fully furnished
fully equipped kitchen
full set of electrical appliances, including 2 flat TVs, refrigerator, washing machine, microwave
foreign freehold ownership quota",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|False,marker marker-mrt|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Sukhumvit|Asok|Nana|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,560 m / 7 minutes by foot|820 m / 5 minutes by car|1.3 km / 7 minutes by car|1.9 km / 16 minutes by car|1.9 km / 19 minutes by car|2 km / 13 minutes by car,"146,024",0,-2.74,4.54,8.22
Wind Sukhumvit 23,"82 Soi Prasan Mit, Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,10900000.0,,Bedrooms|Bathrooms|Internal area,2|2|80,Floors|Towers|Project Area|Year built,"22|1|3,116 m2|2009",This apartment near University in Asoke is available now in Wind Sukhumvit 23 condominium:,"corner unit
2-bedroom
2-bathroom
balcony
facing direction: North East
high floor: 15+
area: 80 sqm
fixed car parking slot
fully furnished: modern style
fully equipped kitchen
full set of electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold quota is available",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|False,marker marker-mrt|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Sukhumvit|Asok|Nana|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,560 m / 7 minutes by foot|820 m / 5 minutes by car|1.3 km / 7 minutes by car|1.9 km / 16 minutes by car|1.9 km / 19 minutes by car|2 km / 13 minutes by car,"146,024",0,-2.74,4.54,8.22
Baan Prompong,"Soi Phop Mit, Khlong Toei Nuea, Vadhana, Bangkok 10110",Watthana,8000000.0,,Bedrooms|Bathrooms|Internal area,2|2|105,Floors|Towers|Year built,22|1|1992,This 2-bedroom Bangkok condo is available now in Baan Prompong Sukhumvit 39,"this condo features a large living area and a nice greenery view from a balcony
this apartment is decorated with nice paintings
2-bedroom
2 bathroom
balcony
low floor: 10-
facing directions: North with a nice greenery view
fixed car parking slot
fully furnished and decorated
open and fully equipped kitchen
full set of electrical appliances including flat TV, refrigerator, washing machine
foreign freehold ownership quota",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|True|True,marker marker-bts|marker marker-mrt|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Phetchaburi|Sukhumvit|Asok 3 Toll Plaza|Asok 4 Toll Plaza|Asok 1 Toll Plaza,1.6 km / 8 minutes by car|1.7 km / 4 minutes by car|2 km / 13 minutes by car|2.2 km / 13 minutes by car|2.3 km / 13 minutes by car|2.3 km / 7 minutes by car,"95,431",0,23.52,3.99,-9.43
Ideal 24,"Soi Kasem, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,60421276.0,,Bedrooms|Bathrooms|Internal area,1|1|444.87,Floors|Towers|Project Area|Year built,"41|1|1,880 m2|2008","Ideal 24 Sukhumvit 24 luxury pet-friendly condo for sale in Bangkok is a high-rise luxury condominium project located only a short walk from BTS Phrom Phong and Emporium shopping center.
Year of completion - 2008.
This luxury Bangkok condo for sale comprises 1 building having 34 large apartments on 41 floors.
Each unit in Ideal 24 takes up one floor of the building and is comprised of 4 bedrooms with en-suite bathrooms, large open plan living and dining areas, kitchen, laundry, maid’s room, and 6 balconies
Ideal 24 is a pet-friendly Bangkok condominium
Facilities at Ideal 24 Sukhumvit 24 Bangkok condo for sale in Phrom Phong
Facilities include","swimming pool with jacuzzi
fitness/gym
steam and sauna rooms
multipurpose room
children’s play areas
lobby
security with CCTV and keycard access",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|False,marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-bts|marker marker-expressway,Phrom Phong|Queen Sirikit National Convention Centre|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Thong Lo|Rama 4-1 Toll Plaza,830 m / 4 minutes by car|1.7 km / 9 minutes by car|1.8 km / 7 minutes by car|1.9 km / 8 minutes by car|2 km / 9 minutes by car|2.1 km / 11 minutes by car,"195,214",0,8.19,3.41,0
Noble Ploenchit,"1035 Phloen Chit Rd, Khwaeng Lumphini, Khet Pathum Wan",Pathum Wan,17642120.0,,Bedrooms|Bathrooms|Internal area,1|1|87.58,Floors|Towers|Project Area|Year built,"50|3|14,769 m2|2017","Noble Ploenchit Bangkok luxury condo for sale near BTS Ploenchit was completed in 2017.
This luxury Bangkok condo for sale was developed by Noble Development PCL which is also the developer behind Noble BE19 Condominium near Asoke BTS, Noble Around Sukhumvit 33, and many others.
This high-rise Bangkok apartment building comprises 3 residential towers, having 1,444 apartments.
Towers:","Residential Building: Tower A - 14 Storey
Residential Building: Tower B - 51 Storey
Residential Building: Tower C - 45 Storey
Commercial Space Building: Tower D - 4 Storey",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|False,marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway|marker marker-bts|marker marker-expressway,Phloen Chit|Sukhumvit Toll Plaza|Chit Lom|Phetchaburi Toll Plaza|Nana|Asok 2 Toll Plaza,110 m / 1 minute by foot|270 m / 4 minutes by foot|620 m / 8 minutes by foot|900 m / 9 minutes by car|900 m / 18 minutes by car|3 km / 6 minutes by car,"299,621",0,1.18,3.42,-3.61
Aree Place Sukhumvit 26,"Soi Thanying Phuangrat Praphai, Khlong Tan, Khlong Toei, Bangkok 10110",Khlong Toei,7876122.0,,Bedrooms|Bathrooms|Internal area,1|1|141.82,Floors|Towers|Year built,8|1|1996,"Aree Place Sukhumvit 26 condo for sale in Bangkok near BTS Phrom Phong is a low-rise Bangkok apartment building located near the Emporium shopping mall.
This Bangkok condo for sale was built in 1996. It comprises one building having 101 apartments on 8 floors
This Bangkok apartment building is a low-rise condominium located in Bangkok's most central district on Sukhumvit soi 26 in a quieter area. It makes it so attractive for those who prefer to stay near but not in the midst of Phrom Phong.
Apartment types","types: 1 -2 bedroom
area range: 34 - 106 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-expressway,Phrom Phong|Thong Lo|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Queen Sirikit National Convention Centre|At Narong Toll Plaza,940 m / 5 minutes by car|1.3 km / 9 minutes by car|2.4 km / 11 minutes by car|2.6 km / 12 minutes by car|2.7 km / 13 minutes by car|3.1 km / 12 minutes by car,"91,672",0,5.46,3.63,3.75
Noble Reveal,"เลขที่ 36 ซอย สุขุมวิท 63 (เอกมัย) Khwaeng Phra Khanong Nuea, Khet Watthana",Khlong Toei,11941100.0,,Bedrooms|Bathrooms|Internal area,1|1|125.14,Floors|Towers|Project Area|Year built,"27|1|3,324 m2|2011","Noble Reveal Ekkamai condo for sale on Sukhumvit 63 was built in 2011 by Noble Development PCL.
Noble is also known as a developer behind Noble Be 19, Noble Above Wireless-Ruamrudee, Noble Remix, and many other residential projects in Thailand.
This condo near BTS Ekkamai comprises a single building, having 273 apartments on 27 floors.
Apartment types:","unit types: studio - 2-bedroom
unit sizes: 31-117 sqm",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|True|False|False|False,marker marker-bts|marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-expressway,Ekkamai|Thong Lo|Phra Khanong|At Narong Toll Plaza|Phra Khanong Toll Plaza|At Narong 2 Toll Plaza,310 m / 4 minutes by foot|1.1 km / 3 minutes by car|1.1 km / 3 minutes by car|2.2 km / 8 minutes by car|2.6 km / 6 minutes by car|2.8 km / 12 minutes by car,"172,406",0,-0.26,4.38,-4.26
Harmony Living Sukhumvit 15,"67 สุขุมวิท Khwaeng Khlong Toei Nuea, Khet Watthana",Watthana,8318519.0,,Bedrooms|Bathrooms|Internal area,1|1|91.95,Floors|Towers|Project Area|Year built,8|1|890 m2|2006,"Harmony Living Sukhumvit 15 Bangkok condo for sale in Asoke Near NIST School was built in 2006.
This low-rise Bangkok condom for sale comprises a single building, having 24 large apartments on 8 floors.
Harmony Living Sukhumvit 15 is popular among people working in Sukhumvit and Asoke area.
This Bangkok condominium is a pet-friendly apartment for sale in Sukhumvit 15
Facilities of Harmony Living Sukhumvit 15 Bangkok condo for sale","lobby
elevator
parking
24-hours security and 24/7 security guards and reception desk
key card with access to specific floor
CCTV
swimming pool
gym/fitness room
garden/BBQ",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|True|False|False|False|True,marker marker-mrt|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phetchaburi|Nana|Sukhumvit|Phetchaburi Toll Plaza|Asok 2 Toll Plaza|Sukhumvit Toll Plaza,850 m / 8 minutes by car|1.1 km / 10 minutes by car|1.2 km / 5 minutes by car|1.4 km / 14 minutes by car|1.6 km / 11 minutes by car|1.7 km / 10 minutes by car,"96,774",0,7.36,4.66,-2.34
39 by Sansiri,"Sukhumvit Soi 39, Khwaeng Khlong Tan Nuea, Khet Watthana",Khlong Toei,16307901.0,,Bedrooms|Bathrooms|Internal area,1|1|109.82,Floors|Towers|Year built,32|1|2010,"39 By Sansiri luxury Bangkok condo for sale near BTS Phrom Phong was built in 2010 by Sansiri PCL. This luxury condominium comprises a single building, having 166 apartments on 32 floors.
Developer: Sansiri PCL, also known as a developer behind The Monument Thong Lo Luxury Condominium, Siri at Sukhumvit Condominium near BTS Thong Lo, Siri On 8 Condominium Near Nana BTS, Siri Residence Condominium Near BTS Phrom Phong, and many others.",Facility management features a high standard.,Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|True|True|True|True|False|False|True,marker marker-bts|marker marker-bts|marker marker-mrt|marker marker-expressway|marker marker-expressway|marker marker-expressway,Phrom Phong|Thong Lo|Sukhumvit|Rama 4-1 Toll Plaza|Rama 4-2 Toll Plaza|At Narong Toll Plaza,270 m / 3 minutes by foot|1.3 km / 6 minutes by car|1.7 km / 11 minutes by car|3.1 km / 15 minutes by car|3.1 km / 19 minutes by car|3.5 km / 12 minutes by car,"215,661",0,-6.86,4.5,8.88
Fullerton Sukhumvit,"43 Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Khet Watthana",Khlong Toei,22000000.0,,Bedrooms|Bathrooms|Internal area,3|3|132,Towers,1,The best deal 3-bedroom apartment in Sukhumvit is available now,"3-bedroom
3-bathroom: master bedroom toilet has a bathtub
the living room and master bedroom have a rising wooden platform to create a larger space feeling
2 balconies
area: 132 sqm
high floor: 25+ with a beautiful view
facing direction: North and South.
fixed car parking slot
fully furnished
open and fully equipped kitchen
full set of electrical appliances: flat TV, refrigerator, washing machine, microwave
foreign freehold ownership quota available
the best deal for this project and location",,,,,,"174,480",0,3.36,4.18,3.58
,,Watthana,10000000.0,,Bedrooms|Bathrooms|Internal area,1|1|35,,,This new luxury condo in Asoke is available now in luxury The Esse at Singha Complex condominium near MRT Phetchaburi,"this is a new Bangkok condo - nobody lives so far
this is a corner unit that features a nice unblocked view of Srinakharinwirot University
1-bedroom
1-bathroom
balcony
mid-floor: 10+
facing direction: South with a nice greenery view of the university
area: 35 sqm
fully furnished: not decorated
fully equipped kitchen
full set of electrical appliances
foreign freehold ownership quota is available",,,,,,,,,,
Acadamia Grand Tower,"3/5 Soi Sukhumvit 43, Khwaeng Khlong Tan Nuea, Khet Watthana",Khlong Toei,9800000.0,,Bedrooms|Bathrooms|Internal area,2|1|91,Floors|Towers|Project Area|Year built,"21|1|12,328 m2|1993",This well-maintained Bangkok apartment is available now at a reduced price in Acadamia Grand Tower condominium,"this Bangkok apartment is available for sale at a reduced price!
this Bangkok condo is well maintained by the owner
this condo features high ceilings of 3 m
2-bedroom
1-bathroom
the balcony of a good size
facing direction: West
large size: 91 sqm
fixed car parking slot
fully furnished
fully equipped kitchen
full set of electrical appliances",Elevator|Parking|24-hours Security|CCTV|Swimming Pool|Sauna|Gym|Garden / BBQ|Playground / Kid's Area|Shop on Premise|Restaurant on Premise|Wi-Fi,True|True|True|True|True|False|True|False|False|True|False|True,marker marker-bts|marker marker-bts|marker marker-expressway|marker marker-expressway|marker marker-mrt|marker marker-expressway,Phrom Phong|Thong Lo|Tha Ruea 2 Toll Plaza|Tha Ruea 1 Toll Plaza|Queen Sirikit National Convention Centre|At Narong Toll Plaza,410 m / 5 minutes by foot|970 m / 5 minutes by car|2.7 km / 14 minutes by car|2.9 km / 14 minutes by car|2.9 km / 15 minutes by car|3.4 km / 12 minutes by car,"98,839",0,-0.9,4.02,-17.87
